"","domain","phylum","class","order","family","genus","species","strain"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_PheChl_Fiber-Hadza-Nepal_E_12_1556.82.fa","Bacteria","Firmicutes_A","Clostridia","Monoglobales_A","UBA1381","Unknown_UBA1381","Unknown_UBA1381","UBA1381 unk genus_16"
"GUT_GENOME024772.fna","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Succinivibrionaceae","Succinivibrio","Unknown_Succinivibrio","Succinivibrio sp."
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_E_17_1054.260.fa","Bacteria","Firmicutes","Bacilli","RF39","CAG-611","CAG-877","Unknown_CAG-877","CAG-877 sp._10"
"GUT_GENOME231616.fna","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter","Enterobacter cloacae_M","Enterobacter cloacae_M"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_K_6_2620.11.fa","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter","Enterobacter mori","Enterobacter mori"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_I_17_2476.180.fa","Bacteria","Firmicutes_A","Clostridia","Lachnospirales","Lachnospiraceae","KLE1615","Unknown_KLE1615","KLE1615 sp."
"GUT_GENOME000094.fna","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus parasanguinis","Streptococcus parasanguinis"
"GUT_GENOME000564.fna","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus sp004166885","Streptococcus sp004166885"
"GUT_GENOME000572.fna","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Unknown_Streptococcus","Streptococcus sp."
"GUT_GENOME095490.fna","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Unknown_Streptococcus","Streptococcus sp._1"
"GUT_GENOME171643.fna","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Unknown_Streptococcus","Streptococcus sp._2"
"GUT_GENOME174135.fna","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Unknown_Streptococcus","Streptococcus sp._3"
"GUT_GENOME251721.fna","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","Unknown_Parabacteroides","Parabacteroides sp._2"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_PheChl_Fiber-Hadza-Nepal_A_22_1655.20.fa","Bacteria","Firmicutes_A","Clostridia","TANB77","CAG-508","CAG-269","Unknown_CAG-269","CAG-269 sp._63"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_K_24_1168.276.fa","Bacteria","Firmicutes_A","Clostridia_A","Christensenellales","Borkfalkiaceae","Unknown_Borkfalkiaceae","Unknown_Borkfalkiaceae","Borkfalkiaceae unk genus_12"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_PheChl_Fiber-Hadza-Nepal_E_10_1530.108.fa","Bacteria","Firmicutes_A","Clostridia","Lachnospirales","Lachnospiraceae","Blautia_A","Unknown_Blautia_A","Blautia_A sp._16"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_PheChl_Fiber-Hadza-Nepal_C_14_2320.191.fa","Bacteria","Verrucomicrobiota","Kiritimatiellae","RFP12","UBA1067","UBA1067","UBA1067 sp900320855","UBA1067 sp900320855"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_H_17_1555.37.fa","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus","Lactococcus lactis_A","Lactococcus lactis_A"
"GUT_GENOME021955.fna","Bacteria","Verrucomicrobiota","Lentisphaeria","Victivallales","UBA1829","Unknown_UBA1829","Unknown_UBA1829","UBA1829 unk genus_1"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_F_2_2205.66.fa","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella","Unknown_Collinsella","Collinsella sp._7"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_PheChl_Fiber-Hadza-Nepal_I_10_1184.175.fa","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella","Unknown_Collinsella","Collinsella sp._8"
"GUT_GENOME000889.fna","Bacteria","Firmicutes_A","Clostridia","Lachnospirales","Lachnospiraceae","Eubacterium_G","Eubacterium_G sp000432355","Eubacterium_G sp000432355"
"GUT_GENOME230915.fna","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus sp002300045","Streptococcus sp002300045"
"GUT_GENOME206947.fna","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Weissella","Weissella cibaria","Weissella cibaria"
"REFINED_METABAT215_SUBJECT_CONTIGS_1500_ASSEMBLY_K77_MERGED__Pilot_MoBio_Fiber_I_11_1003.362.fa","Bacteria","Firmicutes","Bacilli","ML615J-28","CAG-313","UMGS75","UMGS75 sp900538885","UMGS75 sp900538885"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_F_8_2217.52.fa","Bacteria","Firmicutes","Bacilli","RF39","CAG-1000","UMGS1124","Unknown_UMGS1124","UMGS1124 sp._8"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_G_24_2613.58.fa","Bacteria","Firmicutes_A","Clostridia_A","Christensenellales","Borkfalkiaceae","UBA1259","Unknown_UBA1259","UBA1259 sp._3"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_PheChl_Fiber-Hadza-Nepal_C_2_2185.101.fa","Bacteria","Firmicutes_A","Clostridia","Oscillospirales","Ruminococcaceae","UBA5884","Unknown_UBA5884","UBA5884 sp._1"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_G_5_1733.238.fa","Bacteria","Firmicutes_A","Clostridia","Oscillospirales","Acutalibacteraceae","UMGS172","Unknown_UMGS172","UMGS172 sp."
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_A_12_1112.15.fa","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Succinivibrionaceae","Succinivibrio","Unknown_Succinivibrio","Succinivibrio sp._1"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_D_19_1578.33.fa","Bacteria","Firmicutes_A","Clostridia","Oscillospirales","Acutalibacteraceae","UMGS1071","Unknown_UMGS1071","UMGS1071 sp._2"
"GUT_GENOME013238.fna","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","CAG-312","QALA01","Unknown_QALA01","QALA01 sp."
"GUT_GENOME153913.fna","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","CAG-873","Unknown_CAG-873","CAG-873 sp."
"GUT_GENOME194902.fna","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Duodenibacillus","Duodenibacillus sp900538905","Duodenibacillus sp900538905"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_PheChl_Fiber-Hadza-Nepal_E_12_1556.241.fa","Bacteria","Firmicutes_A","Clostridia","Oscillospirales","Oscillospiraceae","Unknown_Oscillospiraceae","Unknown_Oscillospiraceae","Oscillospiraceae unk genus_20"
"GUT_GENOME113527.fna","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Paraprevotella","Unknown_Paraprevotella","Paraprevotella sp."
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_A_18_1822.362.fa","Bacteria","Firmicutes_A","Clostridia","TANB77","CAG-508","UMGS1663","Unknown_UMGS1663","UMGS1663 sp._4"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_E_23_1730.23.fa","Bacteria","Firmicutes_C","Negativicutes","Veillonellales","Megasphaeraceae","Megasphaera","Unknown_Megasphaera","Megasphaera sp._1"
"GUT_GENOME025611.fna","Bacteria","Verrucomicrobiota","Lentisphaeria","Victivallales","Victivallaceae","Victivallis","Unknown_Victivallis","Victivallis sp._1"
"GUT_GENOME009216.fna","Bacteria","Firmicutes_A","Clostridia_A","Christensenellales","UBA1242","UBA9845","Unknown_UBA9845","UBA9845 sp._4"
"GUT_GENOME009558.fna","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","UBA1820","UBA1820","UBA1820 sp003150615","UBA1820 sp003150615"
"GUT_GENOME109794.fna","Bacteria","Verrucomicrobiota","Lentisphaeria","Victivallales","UBA1829","UBA11452","Unknown_UBA11452","UBA11452 sp._1"
"GUT_GENOME222400.fna","Bacteria","Firmicutes_A","Clostridia","Oscillospirales","Acutalibacteraceae","UBA1227","UBA1227 sp900545655","UBA1227 sp900545655"
"GUT_GENOME281138.fna","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia sp900548895","Akkermansia sp900548895"
"GUT_GENOME000271.fna","Bacteria","Firmicutes_A","Clostridia","Oscillospirales","Oscillospiraceae","Pseudoflavonifractor","Pseudoflavonifractor capillosus","Pseudoflavonifractor capillosus"
"GUT_GENOME007470.fna","Bacteria","Verrucomicrobiota","Lentisphaeria","Victivallales","UBA1829","UBA1829","UBA1829 sp002338895","UBA1829 sp002338895"
"GUT_GENOME009249.fna","Bacteria","Firmicutes_A","Clostridia_A","Christensenellales","Borkfalkiaceae","QALS01","QALS01 sp003150575","QALS01 sp003150575"
"GUT_GENOME016248.fna","Bacteria","Firmicutes_A","Clostridia","Oscillospirales","Oscillospiraceae","Lawsonibacter","Lawsonibacter sp900545895","Lawsonibacter sp900545895"
"GUT_GENOME022501.fna","Bacteria","Firmicutes_A","Clostridia_A","Christensenellales","Borkfalkiaceae","Borkfalkia","Unknown_Borkfalkia","Borkfalkia sp."
"GUT_GENOME033131.fna","Bacteria","Firmicutes_A","Clostridia","Oscillospirales","Oscillospiraceae","Oscillibacter","Oscillibacter sp900556925","Oscillibacter sp900556925"
"GUT_GENOME040420.fna","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia sp004167605","Akkermansia sp004167605"
"GUT_GENOME046070.fna","Bacteria","Firmicutes_A","Clostridia_A","Christensenellales","UMGS416","UMGS416","UMGS416 sp900542005","UMGS416 sp900542005"
"GUT_GENOME096496.fna","Bacteria","Firmicutes_A","Clostridia","Oscillospirales","Oscillospiraceae","Lawsonibacter","Lawsonibacter asaccharolyticus","Lawsonibacter asaccharolyticus"
"GUT_GENOME097137.fna","Bacteria","Firmicutes_A","Clostridia","Oscillospirales","Oscillospiraceae","Oscillibacter","Unknown_Oscillibacter","Oscillibacter sp._11"
"GUT_GENOME097839.fna","Bacteria","Firmicutes_A","Clostridia","Oscillospirales","Oscillospiraceae","Lawsonibacter","Lawsonibacter sp900553135","Lawsonibacter sp900553135"
"GUT_GENOME098042.fna","Bacteria","Firmicutes_A","Clostridia","Lachnospirales","Lachnospiraceae","Enterocloster","Enterocloster sp900547035","Enterocloster sp900547035"
"GUT_GENOME098402.fna","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","CAG-521","CAG-521 sp002329575","CAG-521 sp002329575"
"GUT_GENOME109793.fna","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","UBA953","W0P29-029","Unknown_W0P29-029","W0P29-029 sp."
"GUT_GENOME111133.fna","Bacteria","Firmicutes_A","Clostridia","Lachnospirales","Anaerotignaceae","Anaerotignum","Anaerotignum lactatifermentans","Anaerotignum lactatifermentans"
"GUT_GENOME112028.fna","Bacteria","Firmicutes_A","Clostridia_A","Christensenellales","Borkfalkiaceae","Borkfalkia","Unknown_Borkfalkia","Borkfalkia sp._1"
"GUT_GENOME113641.fna","Bacteria","Firmicutes_A","Clostridia","Oscillospirales","Butyricicoccaceae","Unknown_Butyricicoccaceae","Unknown_Butyricicoccaceae","Butyricicoccaceae unk genus_3"
"GUT_GENOME119528.fna","Bacteria","Proteobacteria","Alphaproteobacteria","RF32","CAG-239","CAG-495","CAG-495 sp900540425","CAG-495 sp900540425"
"GUT_GENOME121429.fna","Bacteria","Firmicutes_A","Clostridia","Oscillospirales","Ruminococcaceae","Fournierella","Unknown_Fournierella","Fournierella sp."
"GUT_GENOME127776.fna","Bacteria","Firmicutes_A","Clostridia_A","Christensenellales","CAG-74","Firm-11","Firm-11 sp900553905","Firm-11 sp900553905"
"GUT_GENOME131689.fna","Bacteria","Firmicutes_A","Clostridia","Oscillospirales","Oscillospiraceae","UBA5446","UBA5446 sp900544295","UBA5446 sp900544295"
"GUT_GENOME131908.fna","Bacteria","Firmicutes_A","Clostridia","Oscillospirales","Ruminococcaceae","Ruthenibacterium","Ruthenibacterium sp900546885","Ruthenibacterium sp900546885"
"GUT_GENOME138470.fna","Bacteria","Firmicutes_A","Clostridia","Oscillospirales","Oscillospiraceae","UMGS1872","Unknown_UMGS1872","UMGS1872 sp."
"GUT_GENOME141226.fna","Bacteria","Firmicutes_A","Clostridia","Oscillospirales","Oscillospiraceae","Intestinimonas","Intestinimonas butyriciproducens","Intestinimonas butyriciproducens"
"GUT_GENOME143347.fna","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Coprobacteraceae","Coprobacter","Coprobacter fastidiosus","Coprobacter fastidiosus"
"GUT_GENOME152999.fna","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","Unknown_Alistipes","Alistipes sp."
"GUT_GENOME201393.fna","Bacteria","Cyanobacteria","Vampirovibrionia","Gastranaerophilales","Gastranaerophilaceae","CAG-196","CAG-196 sp002102975","CAG-196 sp002102975"
"GUT_GENOME215224.fna","Bacteria","Firmicutes_A","Clostridia_A","Christensenellales","Borkfalkiaceae","QALS01","QALS01 sp900552625","QALS01 sp900552625"
"GUT_GENOME239673.fna","Bacteria","Firmicutes_A","Clostridia","Lachnospirales","Lachnospiraceae","Eisenbergiella","Eisenbergiella massiliensis","Eisenbergiella massiliensis"
"GUT_GENOME246789.fna","Bacteria","Firmicutes_A","Clostridia_A","Christensenellales","CAG-74","Firm-11","Firm-11 sp900540045","Firm-11 sp900540045"
"GUT_GENOME248633.fna","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","UBA1820","UBA1820","Unknown_UBA1820","UBA1820 sp."
"GUT_GENOME249850.fna","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Sutterella","Unknown_Sutterella","Sutterella sp._3"
"GUT_GENOME251942.fna","Bacteria","Verrucomicrobiota","Lentisphaeria","Victivallales","Victivallaceae","UMGS1518","Unknown_UMGS1518","UMGS1518 sp."
"GUT_GENOME254063.fna","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","UBA11471","UBA11471","UBA11471 sp900542765","UBA11471 sp900542765"
"GUT_GENOME258414.fna","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia sp001580195","Akkermansia sp001580195"
"GUT_GENOME259234.fna","Bacteria","Firmicutes_A","Clostridia","Peptostreptococcales","Anaerovoracaceae","UBA1191","Unknown_UBA1191","UBA1191 sp._1"
"GUT_GENOME259872.fna","Bacteria","Firmicutes_A","Clostridia_A","Christensenellales","Borkfalkiaceae","UMGS621","UMGS621 sp900543915","UMGS621 sp900543915"
"GUT_GENOME268399.fna","Bacteria","Firmicutes_C","Negativicutes","Acidaminococcales","Acidaminococcaceae","Phascolarctobacterium","Phascolarctobacterium sp000436095","Phascolarctobacterium sp000436095"
"GUT_GENOME283183.fna","Bacteria","Synergistota","Synergistia","Synergistales","Synergistaceae","An23","An23 sp900544635","An23 sp900544635"
"GUT_GENOME284688.fna","Bacteria","Firmicutes_A","Clostridia","Lachnospirales","Lachnospiraceae","Unknown_Lachnospiraceae","Unknown_Lachnospiraceae","Lachnospiraceae unk genus_19"
"REFINED_METABAT215_SUBJECT_CONTIGS_1500_ASSEMBLY_K77_MERGED__Pilot_MoBio_Fiber_G_11_1024.216.fa","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinifilaceae","Odoribacter","Odoribacter sp900544025","Odoribacter sp900544025"
"REFINED_METABAT215_SUBJECT_CONTIGS_1500_ASSEMBLY_K77_MERGED__Pilot_MoBio_Fiber_I_11_1003.208.fa","Bacteria","Firmicutes_A","Clostridia","Oscillospirales","Acutalibacteraceae","Unknown_Acutalibacteraceae","Unknown_Acutalibacteraceae","Acutalibacteraceae unk genus_16"
"REFINED_METABAT215_SUBJECT_CONTIGS_1500_ASSEMBLY_K77_MERGED__Pilot_MoBio_Fiber_I_11_1003.384.fa","Bacteria","Firmicutes_A","Clostridia","Oscillospirales","Ruminococcaceae","D5","Unknown_D5","D5 sp._1"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_M_19_2499.65.fa","Bacteria","Firmicutes","Bacilli","Mycoplasmatales","Mycoplasmoidaceae","Ureaplasma","Ureaplasma sp900544585","Ureaplasma sp900544585"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Nepal_MoBio_Fiber-Hadza-Nepal_J_11_THA0065JZ.55.fa","Bacteria","Firmicutes_A","Clostridia","TANB77","CAG-508","CAG-269","CAG-269 sp900553985","CAG-269 sp900553985"
"GUT_GENOME275835.fna","Bacteria","Verrucomicrobiota","Lentisphaeria","Victivallales","UBA1829","Unknown_UBA1829","Unknown_UBA1829","UBA1829 unk genus_2"
"GUT_GENOME177751.fna","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus amylovorus","Lactobacillus amylovorus"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_F_10_2221.157.fa","Bacteria","Firmicutes_A","Clostridia","TANB77","CAG-465","CAG-465","Unknown_CAG-465_1","CAG-465 sp._6"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_PheChl_Fiber-Hadza-Nepal_K_2_2358.231.fa","Bacteria","Firmicutes_A","Clostridia","TANB77","CAG-508","Unknown_CAG-508","Unknown_CAG-508","CAG-508 unk genus_13"
"GUT_GENOME027331.fna","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas","Unknown_Porphyromonas","Porphyromonas sp._1"
"GUT_GENOME092814.fna","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas","Porphyromonas sp900548415","Porphyromonas sp900548415"
"GUT_GENOME137456.fna","Bacteria","Firmicutes_A","Clostridia","Tissierellales","Peptoniphilaceae","Peptoniphilus_A","Peptoniphilus_A senegalensis","Peptoniphilus_A senegalensis"
"GUT_GENOME171408.fna","Bacteria","Firmicutes_A","Clostridia","Tissierellales","Helcococcaceae","Anaerococcus","Anaerococcus obesiensis","Anaerococcus obesiensis"
"GUT_GENOME181651.fna","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas","Unknown_Porphyromonas","Porphyromonas sp._2"
"GUT_GENOME212224.fna","Bacteria","Firmicutes_B","Peptococcia","Peptococcales","Peptococcaceae","Peptococcus","Peptococcus niger","Peptococcus niger"
"GUT_GENOME243002.fna","Bacteria","Firmicutes_A","Clostridia","Tissierellales","Peptoniphilaceae","Peptoniphilus_A","Peptoniphilus_A lacrimalis","Peptoniphilus_A lacrimalis"
"GUT_GENOME244176.fna","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas","Porphyromonas uenonis","Porphyromonas uenonis"
"GUT_GENOME245498.fna","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas","Unknown_Porphyromonas","Porphyromonas sp._3"
"GUT_GENOME255885.fna","Bacteria","Actinobacteriota","Actinomycetia","Actinomycetales","Actinomycetaceae","Arcanobacterium_A","Unknown_Arcanobacterium_A","Arcanobacterium_A sp._1"
"GUT_GENOME279935.fna","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Sneathia","Sneathia amnii","Sneathia amnii"
"GUT_GENOME283163.fna","Bacteria","Firmicutes","Bacilli","Staphylococcales","Gemellaceae","Gemella","Gemella morbillorum","Gemella morbillorum"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_K_6_1150.50.fa","Bacteria","Firmicutes_A","Clostridia","Oscillospirales","Acutalibacteraceae","Eubacterium_R","Unknown_Eubacterium_R","Eubacterium_R sp._4"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_A_6_1816.13.fa","Bacteria","Firmicutes_A","Clostridia","Lachnospirales","Lachnospiraceae","Marvinbryantia","Unknown_Marvinbryantia","Marvinbryantia sp._1"
"GUT_GENOME096424.fna","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Providencia","Providencia alcalifaciens_A","Providencia alcalifaciens_A"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_PheChl_Fiber-Hadza-Nepal_A_12_1545.3.fa","Bacteria","Firmicutes_A","Clostridia","Lachnospirales","Lachnospiraceae","UBA7096","Unknown_UBA7096","UBA7096 sp."
"GUT_GENOME218891.fna","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","Alistipes sp900541585","Alistipes sp900541585"
"GUT_GENOME096132.fna","Bacteria","Actinobacteriota","Actinomycetia","Actinomycetales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium dentium","Bifidobacterium dentium"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_PheChl_Fiber-Hadza-Nepal_A_18_1651.161.fa","Bacteria","Firmicutes_A","Clostridia","Oscillospirales","Oscillospiraceae","CAG-83","Unknown_CAG-83","CAG-83 sp._18"
"GUT_GENOME102353.fna","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","Phocaeicola sartorii","Phocaeicola sartorii"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_J_22_1662.36.fa","Bacteria","Firmicutes_A","Clostridia","Oscillospirales","Acutalibacteraceae","Unknown_Acutalibacteraceae","Unknown_Acutalibacteraceae","Acutalibacteraceae unk genus_17"
"GUT_GENOME065655.fna","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas","Porphyromonas sp900539155","Porphyromonas sp900539155"
"GUT_GENOME096420.fna","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium","Fusobacterium polymorphum","Fusobacterium polymorphum"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_PheChl_Fiber-Hadza-Nepal_E_8_1528.162.fa","Bacteria","Firmicutes_A","Clostridia","TANB77","CAG-508","CAG-269","Unknown_CAG-269","CAG-269 sp._64"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_G_14_1102.215.fa","Bacteria","Firmicutes","Bacilli","RFN20","CAG-826","RUG131","Unknown_RUG131","RUG131 sp._2"
"GUT_GENOME018957.fna","Bacteria","Firmicutes_A","Clostridia","Lachnospirales","Lachnospiraceae","Blautia_A","Unknown_Blautia_A","Blautia_A sp._17"
